date,state,data_type,population,elderly_population_percent,working_age_population_percent,under_30_population_percent,outdoor_worker_fraction,urban_population_percent,maximum_temperature_c,minimum_temperature_c,mean_temperature_c,relative_humidity_percent,wind_speed_mps,dew_point_c,heat_index_c,heat_index_f,wbgt_c,wbgt_category,hours_above_heat_threshold,nighttime_min_temperature_c,heatwave_day,consecutive_hot_days,temperature_anomaly_c,humidity_anomaly_percent,heat_duration_hours,consecutive_heat_days,nighttime_heat_stress,humidity_burden,outdoor_exposure_index,urban_heat_index,population_exposure_index,vulnerability_index,public_health_response_index,healthcare_access_index,heat_action_plan_index,cooling_access_index,heat_exposure_index,heat_exposure_lag_1,heat_exposure_lag_2,heat_exposure_lag_3,heat_exposure_lag_7,cumulative_heat_load_3day,cumulative_heat_load_7day,expected_heatstroke_deaths,expected_other_heat_related_deaths,expected_heat_related_deaths,heatstroke_deaths,other_heat_related_deaths,heat_related_deaths_total,heat_related_deaths_male,heat_related_deaths_female,heatstroke_deaths_male,heatstroke_deaths_female,heat_related_deaths_under_30,heat_related_deaths_30_59,heat_related_deaths_60_plus,mortality_anomaly,heat_related_mortality_rate_per_100000,heatstroke_mortality_rate_per_100000,thermal_signature
2026-03-14,Karnataka,SYNTHETIC,68000000,11.5,38.5,50.0,0.45,42.0,33.1,21.37,27.24,51.1,1.41,16.27,33.23,91.81,26.4,LOW,0,21.94,False,0,-1.22,-1.0,0,0,0.0,0.0,0.628,0.376,0.693,0.534,0.512,0.678,0.55,0.522,0.032,0.2025,0.226,0.1677,0.0489,0.4605,1.0453,0.05466,0.16539,0.22005,0,0,0,0,0,0,0,0,0,0,-0.22005,0.0,0.0,"{""max_temperature_c"": 33.1, ""mean_temperature_c"": 27.24, ""humidity_percent"": 51.1, ""wbgt_c"": 26.4, ""heat_index_c"": 33.23, ""heat_duration_hours"": 0, ""consecutive_heat_days"": 0}"
2026-03-15,Tamil Nadu,SYNTHETIC,77000000,13.0,40.0,47.0,0.36,55.0,36.12,27.75,31.93,60.4,2.43,23.32,42.48,108.46,30.5,DANGER,5,28.47,False,0,0.7,-1.9,5,1,0.745,0.665,0.478,0.485,0.761,0.5,0.539,0.786,0.6,0.546,0.4146,0.241,0.0861,0.0907,0.2015,0.7417,1.4575,0.07162,0.2208,0.29242,0,0,0,0,0,0,0,0,0,0,-0.29242,0.0,0.0,"{""max_temperature_c"": 36.12, ""mean_temperature_c"": 31.93, ""humidity_percent"": 60.4, ""wbgt_c"": 30.5, ""heat_index_c"": 42.48, ""heat_duration_hours"": 5, ""consecutive_heat_days"": 1}"
2026-03-15,Kerala,SYNTHETIC,35800000,17.0,45.0,38.0,0.28,50.0,33.68,27.72,30.7,70.1,2.86,24.63,41.01,105.82,29.9,CAUTION,0,28.3,False,4,0.37,2.0,0,0,0.717,0.829,0.411,0.391,0.465,0.533,0.564,0.843,0.65,0.539,0.2264,0.204,0.2433,0.2262,0.1874,0.6737,1.2436,0.02918,0.08673,0.11591,0,0,0,0,0,0,0,0,0,0,-0.11591,0.0,0.0,"{""max_temperature_c"": 33.68, ""mean_temperature_c"": 30.7, ""humidity_percent"": 70.1, ""wbgt_c"": 29.9, ""heat_index_c"": 41.01, ""heat_duration_hours"": 0, ""consecutive_heat_days"": 0}"
2026-03-15,Karnataka,SYNTHETIC,68000000,11.5,38.5,50.0,0.45,42.0,32.02,21.41,26.72,50.6,1.97,15.61,31.83,89.3,25.49,LOW,0,21.94,False,0,-2.35,-1.4,0,0,0.0,0.0,0.594,0.352,0.686,0.535,0.485,0.676,0.55,0.523,0.0003,0.032,0.2025,0.226,0.0619,0.2348,0.9838,0.05193,0.1628,0.21473,0,0,0,0,0,0,0,0,0,0,-0.21473,0.0,0.0,"{""max_temperature_c"": 32.02, ""mean_temperature_c"": 26.72, ""humidity_percent"": 50.6, ""wbgt_c"": 25.49, ""heat_index_c"": 31.83, ""heat_duration_hours"": 0, ""consecutive_heat_days"": 0}"
2026-03-16,Tamil Nadu,SYNTHETIC,77000000,13.0,40.0,47.0,0.36,55.0,37.49,28.1,32.8,57.5,1.21,23.29,44.23,111.61,31.36,DANGER,9,28.87,False,1,2.02,-4.7,7,2,0.812,0.661,0.609,0.515,0.787,0.503,0.539,0.788,0.6,0.545,0.6478,0.4146,0.241,0.0861,0.2311,1.3035,1.8743,0.11127,0.32774,0.43901,0,0,0,0,0,0,0,0,0,0,-0.43901,0.0,0.0,"{""max_temperature_c"": 37.49, ""mean_temperature_c"": 32.8, ""humidity_percent"": 57.5, ""wbgt_c"": 31.36, ""heat_index_c"": 44.23, ""heat_duration_hours"": 7, ""consecutive_heat_days"": 2}"
2026-03-16,Kerala,SYNTHETIC,35800000,17.0,45.0,38.0,0.28,50.0,32.78,27.58,30.18,69.8,2.45,24.06,39.04,102.27,29.22,CAUTION,0,28.18,False,0,-0.55,1.7,0,0,0.696,0.758,0.48,0.398,0.478,0.537,0.593,0.842,0.65,0.541,0.1571,0.2264,0.204,0.2433,0.1196,0.5875,1.2811,0.02891,0.08271,0.11162,0,0,0,0,0,0,0,0,0,0,-0.11162,0.0,0.0,"{""max_temperature_c"": 32.78, ""mean_temperature_c"": 30.18, ""humidity_percent"": 69.8, ""wbgt_c"": 29.22, ""heat_index_c"": 39.04, ""heat_duration_hours"": 0, ""consecutive_heat_days"": 0}"
2026-03-16,Karnataka,SYNTHETIC,68000000,11.5,38.5,50.0,0.45,42.0,33.84,24.91,29.37,54.6,2.14,19.27,35.75,96.35,27.79,LOW,0,25.45,False,0,-0.58,2.7,0,0,0.242,0.158,0.77,0.357,0.722,0.534,0.522,0.678,0.55,0.528,0.0815,0.0003,0.032,0.2025,0.0959,0.1138,0.9694,0.0599,0.17198,0.23189,0,0,0,0,0,0,0,0,0,0,-0.23189,0.0,0.0,"{""max_temperature_c"": 33.84, ""mean_temperature_c"": 29.37, ""humidity_percent"": 54.6, ""wbgt_c"": 27.79, ""heat_index_c"": 35.75, ""heat_duration_hours"": 0, ""consecutive_heat_days"": 0}"
2026-03-17,Tamil Nadu,SYNTHETIC,77000000,13.0,40.0,47.0,0.36,55.0,40.37,31.01,35.69,54.8,4.57,25.2,50.8,123.44,33.4,EXTREME,13,31.86,True,2,4.84,-7.2,14,3,1.0,0.9,0.584,0.566,0.782,0.5,0.689,0.785,0.6,0.541,1.6813,0.6478,0.4146,0.241,0.2644,2.7438,3.2912,0.28043,0.8397,1.12013,0,2,2,2,0,0,0,0,1,1,0.87987,0.002597,0.0,"{""max_temperature_c"": 40.37, ""mean_temperature_c"": 35.69, ""humidity_percent"": 54.8, ""wbgt_c"": 33.4, ""heat_index_c"": 50.8, ""heat_duration_hours"": 14, ""consecutive_heat_days"": 3}"
2026-03-17,Kerala,SYNTHETIC,35800000,17.0,45.0,38.0,0.28,50.0,33.28,27.95,30.62,70.3,0.92,24.59,40.41,104.74,29.84,CAUTION,0,28.56,False,0,-0.07,2.2,0,0,0.761,0.824,0.487,0.407,0.48,0.539,0.58,0.841,0.65,0.541,0.2134,0.1571,0.2264,0.204,0.0889,0.5969,1.4056,0.03052,0.08798,0.1185,0,0,0,0,0,0,0,0,0,0,-0.1185,0.0,0.0,"{""max_temperature_c"": 33.28, ""mean_temperature_c"": 30.62, ""humidity_percent"": 70.3, ""wbgt_c"": 29.84, ""heat_index_c"": 40.41, ""heat_duration_hours"": 0, ""consecutive_heat_days"": 0}"
2026-03-17,Karnataka,SYNTHETIC,68000000,11.5,38.5,50.0,0.45,42.0,34.95,23.06,29.01,49.9,4.03,17.51,35.91,96.64,27.52,LOW,0,23.67,False,0,0.49,-1.9,0,0,0.0,0.0,0.801,0.405,0.728,0.537,0.505,0.682,0.55,0.528,0.097,0.0815,0.0003,0.032,0.2593,0.1788,0.8071,0.06251,0.17455,0.23706,0,0,0,0,0,0,0,0,0,0,-0.23706,0.0,0.0,"{""max_temperature_c"": 34.95, ""mean_temperature_c"": 29.01, ""humidity_percent"": 49.9, ""wbgt_c"": 27.52, ""heat_index_c"": 35.91, ""heat_duration_hours"": 0, ""consecutive_heat_days"": 0}"
2026-03-18,Tamil Nadu,SYNTHETIC,77000000,13.0,40.0,47.0,0.36,55.0,39.28,30.31,34.8,54.9,1.98,24.4,48.12,118.61,32.57,EXTREME,11,31.11,True,3,3.69,-7.0,12,4,1.0,0.8,0.6,0.532,0.785,0.494,0.664,0.786,0.6,0.541,1.1825,1.6813,0.6478,0.4146,0.1296,3.5116,4.344,0.27759,0.80427,1.08187,0,0,0,0,0,0,0,0,0,0,-1.08187,0.0,0.0,"{""max_temperature_c"": 39.28, ""mean_temperature_c"": 34.8, ""humidity_percent"": 54.9, ""wbgt_c"": 32.57, ""heat_index_c"": 48.12, ""heat_duration_hours"": 12, ""consecutive_heat_days"": 4}"
2026-03-18,Kerala,SYNTHETIC,35800000,17.0,45.0,38.0,0.28,50.0,33.1,27.7,30.4,66.0,3.18,23.34,38.58,101.45,28.95,CAUTION,0,28.3,False,0,-0.26,-2.1,0,0,0.717,0.667,0.426,0.401,0.468,0.546,0.567,0.842,0.65,0.545,0.1435,0.2134,0.1571,0.2264,0.1352,0.514,1.4139,0.02771,0.0815,0.10921,0,0,0,0,0,0,0,0,0,0,-0.10921,0.0,0.0,"{""max_temperature_c"": 33.1, ""mean_temperature_c"": 30.4, ""humidity_percent"": 66.0, ""wbgt_c"": 28.95, ""heat_index_c"": 38.58, ""heat_duration_hours"": 0, ""consecutive_heat_days"": 0}"
2026-03-18,Karnataka,SYNTHETIC,68000000,11.5,38.5,50.0,0.45,42.0,35.31,22.78,29.04,48.6,2.07,17.11,36.1,96.97,27.69,LOW,3,23.38,False,0,0.8,-3.1,0,0,0.0,0.0,0.747,0.403,0.717,0.542,0.504,0.68,0.55,0.527,0.1208,0.097,0.0815,0.0003,0.1677,0.2992,0.7601,0.06178,0.1758,0.23759,0,0,0,0,0,0,0,0,0,0,-0.23759,0.0,0.0,"{""max_temperature_c"": 35.31, ""mean_temperature_c"": 29.04, ""humidity_percent"": 48.6, ""wbgt_c"": 27.69, ""heat_index_c"": 36.1, ""heat_duration_hours"": 0, ""consecutive_heat_days"": 0}"
2026-03-19,Tamil Nadu,SYNTHETIC,77000000,13.0,40.0,47.0,0.36,55.0,35.4,27.29,31.35,64.8,2.44,23.93,42.33,108.19,30.55,DANGER,3,28.07,False,0,-0.24,3.1,5,5,0.678,0.741,0.574,0.519,0.78,0.496,0.703,0.784,0.6,0.541,0.3809,1.1825,1.6813,0.6478,0.0907,3.2447,4.6342,0.11293,0.29728,0.41021,0,0,0,0,0,0,0,0,0,0,-0.41021,0.0,0.0,"{""max_temperature_c"": 35.4, ""mean_temperature_c"": 31.35, ""humidity_percent"": 64.8, ""wbgt_c"": 30.55, ""heat_index_c"": 42.33, ""heat_duration_hours"": 5, ""consecutive_heat_days"": 5}"
2026-03-19,Kerala,SYNTHETIC,35800000,17.0,45.0,38.0,0.28,50.0,33.81,26.75,30.28,68.2,3.66,23.76,40.02,104.04,29.43,CAUTION,0,27.4,False,1,0.44,0.1,0,0,0.567,0.72,0.46,0.431,0.474,0.546,0.573,0.843,0.65,0.548,0.1934,0.1435,0.2134,0.1571,0.2262,0.5503,1.3811,0.0291,0.08449,0.11359,0,0,0,0,0,0,0,0,0,0,-0.11359,0.0,0.0,"{""max_temperature_c"": 33.81, ""mean_temperature_c"": 30.28, ""humidity_percent"": 68.2, ""wbgt_c"": 29.43, ""heat_index_c"": 40.02, ""heat_duration_hours"": 0, ""consecutive_heat_days"": 0}"
2026-03-19,Karnataka,SYNTHETIC,68000000,11.5,38.5,50.0,0.45,42.0,34.14,22.32,28.23,45.3,3.04,15.29,33.92,93.06,26.31,LOW,0,22.84,False,0,-0.41,-6.2,0,0,0.0,0.0,0.724,0.35,0.712,0.543,0.525,0.681,0.55,0.526,0.0507,0.1208,0.097,0.0815,0.226,0.2684,0.5847,0.06013,0.1757,0.23582,0,0,0,0,0,0,0,0,0,0,-0.23582,0.0,0.0,"{""max_temperature_c"": 34.14, ""mean_temperature_c"": 28.23, ""humidity_percent"": 45.3, ""wbgt_c"": 26.31, ""heat_index_c"": 33.92, ""heat_duration_hours"": 0, ""consecutive_heat_days"": 0}"
2026-03-20,Tamil Nadu,SYNTHETIC,77000000,13.0,40.0,47.0,0.36,55.0,35.5,27.33,31.41,63.9,2.42,23.76,42.23,108.01,30.48,DANGER,3,28.08,False,0,-0.2,2.3,5,6,0.68,0.719,0.587,0.501,0.782,0.492,0.716,0.784,0.6,0.536,0.3743,0.3809,1.1825,1.6813,0.0861,1.9377,4.9225,0.09784,0.27436,0.37219,0,0,0,0,0,0,0,0,0,0,-0.37219,0.0,0.0,"{""max_temperature_c"": 35.5, ""mean_temperature_c"": 31.41, ""humidity_percent"": 63.9, ""wbgt_c"": 30.48, ""heat_index_c"": 42.23, ""heat_duration_hours"": 5, ""consecutive_heat_days"": 6}"
2026-03-20,Kerala,SYNTHETIC,35800000,17.0,45.0,38.0,0.28,50.0,33.95,28.55,31.25,68.9,2.64,24.86,41.69,107.04,30.22,DANGER,0,29.18,False,2,0.57,0.8,4,1,0.864,0.857,0.476,0.422,0.478,0.547,0.597,0.842,0.65,0.551,0.278,0.1934,0.1435,0.2134,0.2433,0.6148,1.4158,0.03804,0.1167,0.15474,1,0,1,1,0,1,0,0,0,1,0.84526,0.002793,0.002793,"{""max_temperature_c"": 33.95, ""mean_temperature_c"": 31.25, ""humidity_percent"": 68.9, ""wbgt_c"": 30.22, ""heat_index_c"": 41.69, ""heat_duration_hours"": 4, ""consecutive_heat_days"": 1}"
2026-03-20,Karnataka,SYNTHETIC,68000000,11.5,38.5,50.0,0.45,42.0,34.14,23.05,28.6,52.7,0.67,17.99,35.28,95.5,27.68,LOW,0,23.64,False,0,-0.45,1.2,0,0,0.0,0.0,0.778,0.395,0.723,0.542,0.503,0.681,0.55,0.53,0.085,0.0507,0.1208,0.097,0.2025,0.2564,0.4672,0.06365,0.18013,0.24379,0,0,0,0,0,0,0,0,0,0,-0.24379,0.0,0.0,"{""max_temperature_c"": 34.14, ""mean_temperature_c"": 28.6, ""humidity_percent"": 52.7, ""wbgt_c"": 27.68, ""heat_index_c"": 35.28, ""heat_duration_hours"": 0, ""consecutive_heat_days"": 0}"
2026-03-21,Tamil Nadu,SYNTHETIC,77000000,13.0,40.0,47.0,0.36,55.0,35.74,28.23,31.99,64.7,3.67,24.5,43.57,110.42,30.8,DANGER,5,28.96,False,0,-0.01,3.2,6,7,0.827,0.812,0.565,0.488,0.778,0.485,0.553,0.787,0.6,0.538,0.4454,0.3743,0.3809,1.1825,0.241,1.2007,5.1269,0.10192,0.3008,0.40272,0,0,0,0,0,0,0,0,0,0,-0.40272,0.0,0.0,"{""max_temperature_c"": 35.74, ""mean_temperature_c"": 31.99, ""humidity_percent"": 64.7, ""wbgt_c"": 30.8, ""heat_index_c"": 43.57, ""heat_duration_hours"": 6, ""consecutive_heat_days"": 7}"
2026-03-21,Kerala,SYNTHETIC,35800000,17.0,45.0,38.0,0.28,50.0,33.55,27.8,30.68,69.7,2.69,24.5,40.65,105.17,29.76,CAUTION,0,28.45,False,3,0.16,1.6,0,0,0.742,0.812,0.449,0.432,0.472,0.545,0.56,0.841,0.65,0.551,0.2129,0.278,0.1934,0.1435,0.204,0.6842,1.4246,0.03064,0.08929,0.11993,0,0,0,0,0,0,0,0,0,0,-0.11993,0.0,0.0,"{""max_temperature_c"": 33.55, ""mean_temperature_c"": 30.68, ""humidity_percent"": 69.7, ""wbgt_c"": 29.76, ""heat_index_c"": 40.65, ""heat_duration_hours"": 0, ""consecutive_heat_days"": 0}"
2026-03-21,Karnataka,SYNTHETIC,68000000,11.5,38.5,50.0,0.45,42.0,36.08,24.8,30.44,49.6,3.83,18.72,38.02,100.43,28.58,CAUTION,5,25.37,False,1,1.45,-1.8,0,0,0.229,0.09,0.641,0.383,0.696,0.543,0.503,0.68,0.55,0.527,0.218,0.085,0.0507,0.1208,0.032,0.3537,0.6533,0.06121,0.18212,0.24333,0,0,0,0,0,0,0,0,0,0,-0.24333,0.0,0.0,"{""max_temperature_c"": 36.08, ""mean_temperature_c"": 30.44, ""humidity_percent"": 49.6, ""wbgt_c"": 28.58, ""heat_index_c"": 38.02, ""heat_duration_hours"": 0, ""consecutive_heat_days"": 0}"
2026-03-22,Tamil Nadu,SYNTHETIC,77000000,13.0,40.0,47.0,0.36,55.0,35.71,27.03,31.37,64.2,1.62,23.79,42.55,108.58,30.77,DANGER,5,27.77,False,0,-0.1,2.8,5,8,0.629,0.724,0.451,0.492,0.755,0.488,0.554,0.787,0.6,0.538,0.4374,0.4454,0.3743,0.3809,0.4146,1.2571,5.1497,0.08383,0.25397,0.33779,0,0,0,0,0,0,0,0,0,0,-0.33779,0.0,0.0,"{""max_temperature_c"": 35.71, ""mean_temperature_c"": 31.37, ""humidity_percent"": 64.2, ""wbgt_c"": 30.77, ""heat_index_c"": 42.55, ""heat_duration_hours"": 5, ""consecutive_heat_days"": 8}"
2026-03-22,Kerala,SYNTHETIC,35800000,17.0,45.0,38.0,0.28,50.0,33.29,26.82,30.05,72.4,0.98,24.54,40.36,104.64,29.86,CAUTION,0,27.48,False,0,-0.1,4.4,0,0,0.58,0.818,0.289,0.441,0.44,0.544,0.616,0.841,0.65,0.553,0.215,0.2129,0.278,0.1934,0.2264,0.7058,1.4132,0.02624,0.08298,0.10921,0,0,0,0,0,0,0,0,0,0,-0.10921,0.0,0.0,"{""max_temperature_c"": 33.29, ""mean_temperature_c"": 30.05, ""humidity_percent"": 72.4, ""wbgt_c"": 29.86, ""heat_index_c"": 40.36, ""heat_duration_hours"": 0, ""consecutive_heat_days"": 0}"
2026-03-22,Karnataka,SYNTHETIC,68000000,11.5,38.5,50.0,0.45,42.0,39.12,27.68,33.4,43.2,1.91,19.19,42.09,107.76,30.52,DANGER,9,28.35,True,2,4.46,-8.1,4,1,0.725,0.148,0.62,0.449,0.692,0.537,0.625,0.681,0.55,0.528,0.7001,0.218,0.085,0.0507,0.0003,1.0031,1.3531,0.09424,0.29465,0.38889,0,0,0,0,0,0,0,0,0,0,-0.38889,0.0,0.0,"{""max_temperature_c"": 39.12, ""mean_temperature_c"": 33.4, ""humidity_percent"": 43.2, ""wbgt_c"": 30.52, ""heat_index_c"": 42.09, ""heat_duration_hours"": 4, ""consecutive_heat_days"": 1}"
2026-03-23,Tamil Nadu,SYNTHETIC,77000000,13.0,40.0,47.0,0.36,55.0,33.72,27.33,30.53,72.7,4.11,25.07,41.69,107.05,30.05,DANGER,0,28.02,False,0,-2.13,11.5,1,9,0.67,0.884,0.553,0.459,0.776,0.481,0.521,0.787,0.6,0.541,0.2425,0.4374,0.4454,0.3743,0.6478,1.1253,4.7443,0.06979,0.19321,0.263,0,0,0,0,0,0,0,0,0,0,-0.263,0.0,0.0,"{""max_temperature_c"": 33.72, ""mean_temperature_c"": 30.53, ""humidity_percent"": 72.7, ""wbgt_c"": 30.05, ""heat_index_c"": 41.69, ""heat_duration_hours"": 1, ""consecutive_heat_days"": 9}"
2026-03-23,Kerala,SYNTHETIC,35800000,17.0,45.0,38.0,0.28,50.0,33.27,25.79,29.53,71.7,1.19,23.89,39.48,103.07,29.61,CAUTION,0,26.39,False,0,-0.13,3.7,0,0,0.399,0.736,0.434,0.402,0.469,0.543,0.634,0.841,0.65,0.555,0.1962,0.215,0.2129,0.278,0.1571,0.624,1.4523,0.02837,0.08275,0.11112,0,0,0,0,0,0,0,0,0,0,-0.11112,0.0,0.0,"{""max_temperature_c"": 33.27, ""mean_temperature_c"": 29.53, ""humidity_percent"": 71.7, ""wbgt_c"": 29.61, ""heat_index_c"": 39.48, ""heat_duration_hours"": 0, ""consecutive_heat_days"": 0}"
2026-03-23,Karnataka,SYNTHETIC,68000000,11.5,38.5,50.0,0.45,42.0,37.45,25.68,31.57,48.3,1.58,19.34,40.15,104.26,29.75,CAUTION,7,26.28,True,3,2.75,-2.9,0,0,0.38,0.167,0.725,0.397,0.712,0.533,0.647,0.683,0.55,0.53,0.3884,0.7001,0.218,0.085,0.0815,1.3066,1.6599,0.07913,0.21433,0.29346,0,0,0,0,0,0,0,0,0,0,-0.29346,0.0,0.0,"{""max_temperature_c"": 37.45, ""mean_temperature_c"": 31.57, ""humidity_percent"": 48.3, ""wbgt_c"": 29.75, ""heat_index_c"": 40.15, ""heat_duration_hours"": 0, ""consecutive_heat_days"": 0}"
2026-03-24,Tamil Nadu,SYNTHETIC,77000000,13.0,40.0,47.0,0.36,55.0,34.79,27.55,31.17,70.6,1.09,25.18,43.31,109.96,30.93,DANGER,0,28.25,False,0,-1.12,9.5,7,10,0.708,0.898,0.592,0.464,0.783,0.483,0.515,0.787,0.6,0.543,0.4191,0.2425,0.4374,0.4454,1.6813,1.0989,3.4821,0.10595,0.31868,0.42463,0,0,0,0,0,0,0,0,0,0,-0.42463,0.0,0.0,"{""max_temperature_c"": 34.79, ""mean_temperature_c"": 31.17, ""humidity_percent"": 70.6, ""wbgt_c"": 30.93, ""heat_index_c"": 43.31, ""heat_duration_hours"": 7, ""consecutive_heat_days"": 10}"
2026-03-24,Kerala,SYNTHETIC,35800000,17.0,45.0,38.0,0.28,50.0,31.86,25.19,28.52,68.7,2.02,22.22,35.83,96.49,27.97,LOW,0,25.73,False,0,-1.55,0.7,0,0,0.288,0.527,0.47,0.359,0.476,0.542,0.606,0.841,0.65,0.554,0.0493,0.1962,0.215,0.2129,0.2134,0.4605,1.2882,0.02629,0.07535,0.10164,0,0,0,0,0,0,0,0,0,0,-0.10164,0.0,0.0,"{""max_temperature_c"": 31.86, ""mean_temperature_c"": 28.52, ""humidity_percent"": 68.7, ""wbgt_c"": 27.97, ""heat_index_c"": 35.83, ""heat_duration_hours"": 0, ""consecutive_heat_days"": 0}"
2026-03-24,Karnataka,SYNTHETIC,68000000,11.5,38.5,50.0,0.45,42.0,37.5,26.35,31.92,51.7,2.5,20.76,41.44,106.6,30.28,DANGER,7,27.03,True,4,2.76,0.6,3,1,0.505,0.346,0.738,0.452,0.715,0.532,0.656,0.682,0.55,0.533,0.4591,0.3884,0.7001,0.218,0.097,1.5476,2.0221,0.09779,0.27868,0.37647,0,0,0,0,0,0,0,0,0,0,-0.37647,0.0,0.0,"{""max_temperature_c"": 37.5, ""mean_temperature_c"": 31.92, ""humidity_percent"": 51.7, ""wbgt_c"": 30.28, ""heat_index_c"": 41.44, ""heat_duration_hours"": 3, ""consecutive_heat_days"": 1}"
2026-03-25,Tamil Nadu,SYNTHETIC,77000000,13.0,40.0,47.0,0.36,55.0,34.83,28.09,31.46,66.0,2.32,24.35,42.14,107.86,30.46,DANGER,0,28.84,False,0,-1.12,5.0,5,11,0.806,0.793,0.588,0.5,0.783,0.483,0.564,0.787,0.6,0.544,0.3374,0.4191,0.2425,0.4374,1.1825,0.9989,2.6369,0.09047,0.26343,0.3539,0,0,0,0,0,0,0,0,0,0,-0.3539,0.0,0.0,"{""max_temperature_c"": 34.83, ""mean_temperature_c"": 31.46, ""humidity_percent"": 66.0, ""wbgt_c"": 30.46, ""heat_index_c"": 42.14, ""heat_duration_hours"": 5, ""consecutive_heat_days"": 11}"
2026-03-25,Kerala,SYNTHETIC,35800000,17.0,45.0,38.0,0.28,50.0,31.58,26.24,28.91,76.1,0.82,24.26,37.66,99.78,28.84,CAUTION,0,26.82,False,0,-1.84,8.0,0,0,0.47,0.783,0.442,0.385,0.471,0.537,0.601,0.841,0.65,0.56,0.1131,0.0493,0.1962,0.215,0.1435,0.3587,1.2578,0.0261,0.07685,0.10294,0,0,0,0,0,0,0,0,0,0,-0.10294,0.0,0.0,"{""max_temperature_c"": 31.58, ""mean_temperature_c"": 28.91, ""humidity_percent"": 76.1, ""wbgt_c"": 28.84, ""heat_index_c"": 37.66, ""heat_duration_hours"": 0, ""consecutive_heat_days"": 0}"
2026-03-25,Karnataka,SYNTHETIC,68000000,11.5,38.5,50.0,0.45,42.0,37.66,25.8,31.73,47.1,4.34,19.08,40.2,104.36,29.49,CAUTION,7,26.42,True,5,2.89,-3.9,0,0,0.404,0.135,0.774,0.418,0.722,0.534,0.653,0.68,0.55,0.538,0.3814,0.4591,0.3884,0.7001,0.1208,1.2289,2.2827,0.08375,0.22419,0.30794,0,2,2,1,1,0,0,0,0,2,1.69206,0.002941,0.0,"{""max_temperature_c"": 37.66, ""mean_temperature_c"": 31.73, ""humidity_percent"": 47.1, ""wbgt_c"": 29.49, ""heat_index_c"": 40.2, ""heat_duration_hours"": 0, ""consecutive_heat_days"": 0}"
2026-03-26,Tamil Nadu,SYNTHETIC,77000000,13.0,40.0,47.0,0.36,55.0,34.94,24.3,29.62,58.4,1.41,20.58,38.1,100.57,29.05,CAUTION,0,25.02,False,0,-1.07,-2.5,0,0,0.17,0.323,0.582,0.483,0.781,0.484,0.551,0.787,0.6,0.543,0.1878,0.3374,0.4191,0.2425,0.3809,0.9442,2.4438,0.06116,0.16068,0.22184,0,0,0,0,0,0,0,0,0,0,-0.22184,0.0,0.0,"{""max_temperature_c"": 34.94, ""mean_temperature_c"": 29.62, ""humidity_percent"": 58.4, ""wbgt_c"": 29.05, ""heat_index_c"": 38.1, ""heat_duration_hours"": 0, ""consecutive_heat_days"": 0}"
2026-03-26,Kerala,SYNTHETIC,35800000,17.0,45.0,38.0,0.28,50.0,32.19,26.12,29.16,72.8,1.91,23.77,37.89,100.2,28.71,CAUTION,0,26.73,False,0,-1.23,4.7,0,0,0.456,0.721,0.537,0.407,0.49,0.532,0.618,0.841,0.65,0.56,0.1072,0.1131,0.0493,0.1962,0.1934,0.2696,1.1716,0.02748,0.07704,0.10453,0,0,0,0,0,0,0,0,0,0,-0.10453,0.0,0.0,"{""max_temperature_c"": 32.19, ""mean_temperature_c"": 29.16, ""humidity_percent"": 72.8, ""wbgt_c"": 28.71, ""heat_index_c"": 37.89, ""heat_duration_hours"": 0, ""consecutive_heat_days"": 0}"
2026-03-26,Karnataka,SYNTHETIC,68000000,11.5,38.5,50.0,0.45,42.0,36.33,25.31,30.82,49.5,1.31,19.03,38.54,101.37,29.12,CAUTION,5,25.91,False,6,1.52,-1.5,0,0,0.318,0.128,0.738,0.397,0.715,0.527,0.621,0.68,0.55,0.536,0.2734,0.3814,0.4591,0.3884,0.0507,1.114,2.5055,0.07522,0.20646,0.28168,0,0,0,0,0,0,0,0,0,0,-0.28168,0.0,0.0,"{""max_temperature_c"": 36.33, ""mean_temperature_c"": 30.82, ""humidity_percent"": 49.5, ""wbgt_c"": 29.12, ""heat_index_c"": 38.54, ""heat_duration_hours"": 0, ""consecutive_heat_days"": 0}"
2026-03-27,Tamil Nadu,SYNTHETIC,77000000,13.0,40.0,47.0,0.36,55.0,34.74,25.65,30.2,61.6,1.85,22.01,39.21,102.57,29.44,CAUTION,0,26.38,False,0,-1.31,0.9,0,0,0.397,0.501,0.594,0.487,0.784,0.481,0.547,0.786,0.6,0.539,0.2128,0.1878,0.3374,0.4191,0.3743,0.7379,2.2822,0.06293,0.1683,0.23123,0,0,0,0,0,0,0,0,0,0,-0.23123,0.0,0.0,"{""max_temperature_c"": 34.74, ""mean_temperature_c"": 30.2, ""humidity_percent"": 61.6, ""wbgt_c"": 29.44, ""heat_index_c"": 39.21, ""heat_duration_hours"": 0, ""consecutive_heat_days"": 0}"
