date,state,population,max_temperature_c,mean_temperature_c,min_temperature_c,relative_humidity_percent,wind_speed_mps,heat_index_c,wbgt_c,heatwave_day,consecutive_heat_days,cumulative_heat_load_7day,expected_heat_related_deaths,heat_related_deaths_total,heat_related_deaths_male,heat_related_deaths_female,deaths_under_30,deaths_30_59,deaths_60_plus,heat_related_mortality_rate_per_100000,thermal_signature,data_type
2025-10-08,Tamil Nadu,72147030,31.3,28.2,25.1,76.6,2.2,41.6,26.8,False,0,24.98,1.21,0,0,0,0,0,0,0.0,0.451_0.0_0.766,SYNTHETIC
2025-10-09,Tamil Nadu,72147030,32.4,28.9,25.5,75.9,2.9,42.5,27.5,False,0,25.54,1.23,1,1,0,0,0,1,0.0014,0.5_0.0_0.759,SYNTHETIC
2025-10-10,Tamil Nadu,72147030,29.1,24.5,20.0,71.5,3.5,37.7,23.7,False,0,25.45,1.18,2,2,0,0,1,1,0.0028,0.247_0.0_0.715,SYNTHETIC
2025-10-11,Tamil Nadu,72147030,27.6,24.4,21.3,75.7,3.9,37.6,23.4,False,0,25.42,1.18,0,0,0,0,0,0,0.0,0.225_0.0_0.757,SYNTHETIC
2025-10-12,Tamil Nadu,72147030,31.7,27.5,23.3,75.0,4.0,41.4,26.4,False,0,25.52,1.21,0,0,0,0,0,0,0.0,0.424_0.0_0.75,SYNTHETIC
2025-10-13,Tamil Nadu,72147030,30.9,26.8,22.6,78.1,1.3,41.7,25.7,False,0,25.47,1.2,0,0,0,0,0,0,0.0,0.381_0.0_0.781,SYNTHETIC
2025-10-14,Tamil Nadu,72147030,28.7,25.6,22.5,71.7,4.8,37.4,24.4,False,0,25.4,1.18,0,0,0,0,0,0,0.0,0.293_0.0_0.717,SYNTHETIC
2025-10-15,Tamil Nadu,72147030,28.0,22.4,16.9,83.5,4.8,40.5,22.1,False,0,24.74,1.18,3,2,1,0,2,1,0.0042,0.142_0.0_0.835,SYNTHETIC
2025-10-16,Tamil Nadu,72147030,28.1,24.8,21.6,71.6,2.8,36.7,23.7,False,0,24.2,1.18,0,0,0,0,0,0,0.0,0.246_0.0_0.716,SYNTHETIC
2025-10-17,Tamil Nadu,72147030,28.9,23.2,17.4,72.3,1.2,37.8,22.7,False,0,24.06,1.18,0,0,0,0,0,0,0.0,0.181_0.0_0.723,SYNTHETIC
2025-10-18,Tamil Nadu,72147030,29.5,25.0,20.5,80.6,2.0,41.1,24.2,False,0,24.18,1.18,0,0,0,0,0,0,0.0,0.281_0.0_0.806,SYNTHETIC
2025-10-19,Tamil Nadu,72147030,30.9,25.4,20.0,79.2,4.0,42.0,24.7,False,0,23.95,1.2,0,0,0,0,0,0,0.0,0.316_0.0_0.792,SYNTHETIC
2025-10-20,Tamil Nadu,72147030,27.0,21.3,15.7,70.7,4.6,35.3,21.0,False,0,23.27,1.18,3,3,0,1,1,1,0.0042,0.068_0.0_0.707,SYNTHETIC
2025-10-21,Tamil Nadu,72147030,29.8,26.0,22.1,87.1,3.0,43.6,25.0,False,0,23.36,1.18,0,0,0,0,0,0,0.0,0.334_0.0_0.871,SYNTHETIC
2025-10-22,Tamil Nadu,72147030,29.6,23.9,18.2,73.6,2.4,38.9,23.4,False,0,23.54,1.18,4,3,1,1,1,2,0.0055,0.227_0.0_0.736,SYNTHETIC
2025-10-23,Tamil Nadu,72147030,29.7,25.3,20.9,74.2,1.5,39.2,24.4,False,0,23.64,1.18,0,0,0,0,0,0,0.0,0.292_0.0_0.742,SYNTHETIC
2025-10-24,Tamil Nadu,72147030,30.0,26.7,23.4,89.3,1.7,44.5,25.6,False,0,24.05,1.18,3,1,2,1,2,0,0.0042,0.373_0.0_0.893,SYNTHETIC
2025-10-25,Tamil Nadu,72147030,29.5,25.2,20.8,77.5,1.9,40.1,24.3,False,0,24.06,1.18,0,0,0,0,0,0,0.0,0.287_0.0_0.775,SYNTHETIC
2025-10-26,Tamil Nadu,72147030,30.0,25.5,21.1,81.2,2.4,41.8,24.7,False,0,24.05,1.18,0,0,0,0,0,0,0.0,0.312_0.0_0.812,SYNTHETIC
2025-10-27,Tamil Nadu,72147030,29.2,24.7,20.3,74.9,4.4,38.9,23.9,False,0,24.47,1.18,0,0,0,0,0,0,0.0,0.26_0.0_0.749,SYNTHETIC
2025-10-28,Tamil Nadu,72147030,28.1,24.2,20.3,68.0,4.7,35.5,23.2,False,0,24.21,1.18,0,0,0,0,0,0,0.0,0.214_0.0_0.68,SYNTHETIC
2025-10-29,Tamil Nadu,72147030,29.2,25.0,20.7,76.7,1.6,39.5,24.1,False,0,24.3,1.18,1,1,0,0,1,0,0.0014,0.272_0.0_0.767,SYNTHETIC
2025-10-30,Tamil Nadu,72147030,29.6,23.8,18.0,74.8,3.6,39.3,23.3,False,0,24.15,1.18,0,0,0,0,0,0,0.0,0.222_0.0_0.748,SYNTHETIC
2025-10-31,Tamil Nadu,72147030,29.8,25.0,20.1,81.6,2.5,41.7,24.2,False,0,23.96,1.18,0,0,0,0,0,0,0.0,0.283_0.0_0.816,SYNTHETIC
2025-11-01,Tamil Nadu,72147030,30.9,27.7,24.5,86.0,2.6,44.3,26.4,False,0,24.26,1.2,0,0,0,0,0,0,0.0,0.428_0.0_0.86,SYNTHETIC
2025-11-02,Tamil Nadu,72147030,27.3,21.7,16.1,78.1,3.2,38.1,21.4,False,0,23.8,1.18,0,0,0,0,0,0,0.0,0.096_0.0_0.781,SYNTHETIC
2025-11-03,Tamil Nadu,72147030,29.7,23.8,18.0,78.4,4.7,40.5,23.4,False,0,23.73,1.18,0,0,0,0,0,0,0.0,0.227_0.0_0.784,SYNTHETIC
2025-11-04,Tamil Nadu,72147030,32.1,27.8,23.5,81.4,3.9,44.0,26.7,False,0,24.23,1.22,4,2,2,0,4,0,0.0055,0.446_0.0_0.814,SYNTHETIC
2025-11-05,Tamil Nadu,72147030,28.7,24.9,21.1,79.3,1.0,39.9,24.0,False,0,24.22,1.18,16,13,3,2,9,5,0.0222,0.266_0.0_0.793,SYNTHETIC
2025-11-06,Tamil Nadu,72147030,29.7,25.5,21.2,70.4,1.6,38.0,24.5,False,0,24.38,1.18,0,0,0,0,0,0,0.0,0.3_0.0_0.704,SYNTHETIC
2025-11-07,Tamil Nadu,72147030,28.8,25.5,22.2,76.1,1.1,38.9,24.3,False,0,24.4,1.18,0,0,0,0,0,0,0.0,0.289_0.0_0.761,SYNTHETIC
2025-11-08,Tamil Nadu,72147030,29.8,24.0,18.2,78.1,2.7,40.5,23.5,False,0,23.99,1.18,0,0,0,0,0,0,0.0,0.236_0.0_0.781,SYNTHETIC
2025-11-09,Tamil Nadu,72147030,29.1,26.1,23.1,77.8,4.1,39.8,24.9,False,0,24.48,1.18,0,0,0,0,0,0,0.0,0.326_0.0_0.778,SYNTHETIC
2025-11-10,Tamil Nadu,72147030,29.1,25.3,21.4,82.1,3.8,41.2,24.3,False,0,24.61,1.18,0,0,0,0,0,0,0.0,0.288_0.0_0.821,SYNTHETIC
2025-11-11,Tamil Nadu,72147030,28.9,23.4,17.9,76.9,4.2,39.3,22.9,False,0,24.07,1.18,0,0,0,0,0,0,0.0,0.194_0.0_0.769,SYNTHETIC
2025-11-12,Tamil Nadu,72147030,28.8,24.8,20.8,75.5,4.5,38.8,23.9,False,0,24.06,1.18,0,0,0,0,0,0,0.0,0.26_0.0_0.755,SYNTHETIC
2025-11-13,Tamil Nadu,72147030,24.6,20.6,16.6,78.1,2.6,35.4,20.2,False,0,23.44,1.18,0,0,0,0,0,0,0.0,0.011_0.0_0.781,SYNTHETIC
2025-11-14,Tamil Nadu,72147030,28.1,24.6,21.2,82.3,2.1,40.2,23.7,False,0,23.34,1.18,0,0,0,0,0,0,0.0,0.246_0.0_0.823,SYNTHETIC
2025-11-15,Tamil Nadu,72147030,28.9,23.8,18.7,77.9,1.8,39.6,23.2,False,0,23.29,1.18,2,2,0,0,2,0,0.0028,0.212_0.0_0.779,SYNTHETIC
2025-11-16,Tamil Nadu,72147030,30.5,25.4,20.4,82.6,4.3,42.7,24.7,False,0,23.27,1.19,0,0,0,0,0,0,0.0,0.315_0.0_0.826,SYNTHETIC
2025-11-17,Tamil Nadu,72147030,27.2,24.0,20.7,84.5,5.0,40.1,23.1,False,0,23.09,1.18,0,0,0,0,0,0,0.0,0.204_0.0_0.845,SYNTHETIC
2025-11-18,Tamil Nadu,72147030,30.3,24.7,19.1,89.1,2.2,44.8,24.3,False,0,23.29,1.18,0,0,0,0,0,0,0.0,0.285_0.0_0.891,SYNTHETIC
2025-11-19,Tamil Nadu,72147030,30.1,24.5,19.0,70.6,1.8,38.4,23.9,False,0,23.29,1.18,5,3,2,0,3,2,0.0069,0.259_0.0_0.706,SYNTHETIC
2025-11-20,Tamil Nadu,72147030,30.4,26.4,22.4,82.2,3.7,42.5,25.4,False,0,24.03,1.18,1,1,0,0,1,0,0.0014,0.358_0.0_0.822,SYNTHETIC
2025-11-21,Tamil Nadu,72147030,27.9,22.8,17.8,83.5,1.9,40.5,22.4,False,0,23.85,1.18,0,0,0,0,0,0,0.0,0.16_0.0_0.835,SYNTHETIC
2025-11-22,Tamil Nadu,72147030,29.5,23.9,18.4,75.0,1.2,39.2,23.4,False,0,23.87,1.18,2,2,0,2,0,0,0.0028,0.225_0.0_0.75,SYNTHETIC
2025-11-23,Tamil Nadu,72147030,27.4,22.8,18.1,89.4,1.7,41.9,22.3,False,0,23.53,1.18,0,0,0,0,0,0,0.0,0.156_0.0_0.894,SYNTHETIC
2025-11-24,Tamil Nadu,72147030,29.3,24.6,19.9,84.5,3.0,42.2,24.0,False,0,23.66,1.18,0,0,0,0,0,0,0.0,0.264_0.0_0.845,SYNTHETIC
2025-11-25,Tamil Nadu,72147030,28.8,25.4,21.9,83.7,3.9,41.4,24.4,False,0,23.67,1.18,0,0,0,0,0,0,0.0,0.291_0.0_0.837,SYNTHETIC
2025-11-26,Tamil Nadu,72147030,30.0,25.0,20.0,85.1,4.8,43.1,24.4,False,0,23.74,1.18,0,0,0,0,0,0,0.0,0.29_0.0_0.851,SYNTHETIC
2025-11-27,Tamil Nadu,72147030,28.7,23.5,18.4,79.9,2.3,40.1,23.0,False,0,23.4,1.18,0,0,0,0,0,0,0.0,0.202_0.0_0.799,SYNTHETIC
2025-11-28,Tamil Nadu,72147030,29.5,26.1,22.8,82.9,2.6,41.8,25.0,False,0,23.78,1.18,0,0,0,0,0,0,0.0,0.335_0.0_0.829,SYNTHETIC
2025-11-29,Tamil Nadu,72147030,27.8,24.0,20.2,86.4,1.1,41.3,23.2,False,0,23.75,1.18,1,1,0,1,0,0,0.0014,0.214_0.0_0.864,SYNTHETIC
2025-11-30,Tamil Nadu,72147030,25.9,21.1,16.3,83.9,2.6,38.6,20.8,False,0,23.53,1.18,0,0,0,0,0,0,0.0,0.053_0.0_0.839,SYNTHETIC
2025-12-01,Tamil Nadu,72147030,31.3,25.7,20.1,67.0,5.0,38.4,24.9,False,0,23.67,1.21,0,0,0,0,0,0,0.0,0.327_0.0_0.67,SYNTHETIC
2025-12-02,Tamil Nadu,72147030,31.7,26.7,21.6,74.7,2.3,41.4,25.8,False,0,23.87,1.22,0,0,0,0,0,0,0.0,0.383_0.0_0.747,SYNTHETIC
2025-12-03,Tamil Nadu,72147030,30.9,25.6,20.3,84.7,4.5,43.8,24.9,False,0,23.95,1.2,0,0,0,0,0,0,0.0,0.33_0.0_0.847,SYNTHETIC
2025-12-04,Tamil Nadu,72147030,32.4,26.8,21.3,74.2,1.8,41.9,26.0,False,0,24.37,1.23,0,0,0,0,0,0,0.0,0.4_0.0_0.742,SYNTHETIC
2025-12-05,Tamil Nadu,72147030,31.0,27.7,24.4,90.8,1.2,45.9,26.5,False,0,24.58,1.2,0,0,0,0,0,0,0.0,0.432_0.0_0.908,SYNTHETIC
2025-12-06,Tamil Nadu,72147030,31.0,27.8,24.7,81.5,3.0,42.8,26.5,False,0,25.05,1.2,0,0,0,0,0,0,0.0,0.433_0.0_0.815,SYNTHETIC
2025-12-07,Tamil Nadu,72147030,31.7,27.6,23.5,81.9,3.6,43.7,26.5,False,0,25.87,1.22,0,0,0,0,0,0,0.0,0.433_0.0_0.819,SYNTHETIC
2025-12-08,Tamil Nadu,72147030,30.4,27.4,24.3,77.7,2.3,41.1,26.0,False,0,26.03,1.18,0,0,0,0,0,0,0.0,0.401_0.0_0.777,SYNTHETIC
2025-12-09,Tamil Nadu,72147030,27.9,22.7,17.4,87.0,2.8,41.6,22.3,False,0,25.54,1.18,0,0,0,0,0,0,0.0,0.156_0.0_0.87,SYNTHETIC
2025-12-10,Tamil Nadu,72147030,30.1,25.9,21.8,79.1,1.2,41.2,25.0,False,0,25.54,1.18,0,0,0,0,0,0,0.0,0.331_0.0_0.791,SYNTHETIC
2025-12-11,Tamil Nadu,72147030,27.7,24.4,21.0,70.2,4.5,35.9,23.3,False,0,25.16,1.18,0,0,0,0,0,0,0.0,0.221_0.0_0.702,SYNTHETIC
2025-12-12,Tamil Nadu,72147030,28.7,23.3,17.8,79.4,4.8,39.9,22.8,False,0,24.63,1.18,0,0,0,0,0,0,0.0,0.188_0.0_0.794,SYNTHETIC
2025-12-13,Tamil Nadu,72147030,31.7,27.5,23.3,87.4,2.4,45.6,26.5,False,0,24.63,1.22,0,0,0,0,0,0,0.0,0.432_0.0_0.874,SYNTHETIC
2025-12-14,Tamil Nadu,72147030,32.8,27.2,21.6,84.2,3.3,45.6,26.5,False,0,24.63,1.24,0,0,0,0,0,0,0.0,0.43_0.0_0.842,SYNTHETIC
2025-12-15,Tamil Nadu,72147030,30.9,26.7,22.5,78.8,2.2,41.9,25.7,False,0,24.58,1.2,0,0,0,0,0,0,0.0,0.379_0.0_0.788,SYNTHETIC
2025-12-16,Tamil Nadu,72147030,30.4,24.9,19.5,85.5,1.3,43.6,24.4,False,0,24.87,1.18,0,0,0,0,0,0,0.0,0.293_0.0_0.855,SYNTHETIC
2025-12-17,Tamil Nadu,72147030,30.0,26.6,23.3,77.4,4.5,40.5,25.4,False,0,24.94,1.18,0,0,0,0,0,0,0.0,0.361_0.0_0.774,SYNTHETIC
2025-12-18,Tamil Nadu,72147030,29.4,24.0,18.6,88.0,4.8,43.5,23.6,False,0,24.97,1.18,0,0,0,0,0,0,0.0,0.237_0.0_0.88,SYNTHETIC
2025-12-19,Tamil Nadu,72147030,28.8,24.5,20.1,75.6,3.6,38.7,23.6,False,0,25.09,1.18,0,0,0,0,0,0,0.0,0.243_0.0_0.756,SYNTHETIC
2025-12-20,Tamil Nadu,72147030,27.9,23.6,19.2,74.8,1.2,37.6,22.8,False,0,24.57,1.18,3,2,1,0,2,1,0.0042,0.189_0.0_0.748,SYNTHETIC
2025-12-21,Tamil Nadu,72147030,30.7,26.1,21.4,76.8,3.4,41.0,25.1,False,0,24.38,1.19,0,0,0,0,0,0,0.0,0.343_0.0_0.768,SYNTHETIC
2025-12-22,Tamil Nadu,72147030,30.2,24.9,19.6,74.1,3.1,39.6,24.2,False,0,24.16,1.18,0,0,0,0,0,0,0.0,0.279_0.0_0.741,SYNTHETIC
2025-12-23,Tamil Nadu,72147030,29.4,25.8,22.2,75.0,2.5,39.1,24.7,False,0,24.21,1.18,0,0,0,0,0,0,0.0,0.313_0.0_0.75,SYNTHETIC
2025-12-24,Tamil Nadu,72147030,31.7,28.2,24.8,75.0,3.0,41.4,26.9,False,0,24.41,1.21,0,0,0,0,0,0,0.0,0.457_0.0_0.75,SYNTHETIC
2025-12-25,Tamil Nadu,72147030,30.3,24.5,18.6,81.8,1.2,42.3,24.0,False,0,24.48,1.18,0,0,0,0,0,0,0.0,0.267_0.0_0.818,SYNTHETIC
2025-12-26,Tamil Nadu,72147030,29.5,23.7,17.9,77.2,4.4,40.0,23.3,False,0,24.43,1.18,0,0,0,0,0,0,0.0,0.218_0.0_0.772,SYNTHETIC
2025-12-27,Tamil Nadu,72147030,30.3,26.5,22.8,71.1,2.4,38.7,25.4,False,0,24.79,1.18,3,2,1,0,3,0,0.0042,0.357_0.0_0.711,SYNTHETIC
2025-12-28,Tamil Nadu,72147030,29.7,25.7,21.7,75.9,1.7,39.8,24.7,False,0,24.72,1.18,0,0,0,0,0,0,0.0,0.314_0.0_0.759,SYNTHETIC
2025-12-29,Tamil Nadu,72147030,28.9,25.2,21.5,68.0,1.4,36.4,24.1,False,0,24.71,1.18,0,0,0,0,0,0,0.0,0.275_0.0_0.68,SYNTHETIC
2025-12-30,Tamil Nadu,72147030,31.6,28.4,25.2,75.6,2.1,41.6,26.9,False,0,25.04,1.21,1,0,1,0,0,1,0.0014,0.463_0.0_0.756,SYNTHETIC
2025-12-31,Tamil Nadu,72147030,29.7,25.5,21.2,68.8,4.9,37.4,24.4,False,0,24.69,1.18,0,0,0,0,0,0,0.0,0.297_0.0_0.688,SYNTHETIC
2025-01-01,Karnataka,61095297,30.4,24.9,19.4,56.8,4.2,34.1,24.1,False,0,24.1,0.5,0,0,0,0,0,0,0.0,0.273_0.0_0.568,SYNTHETIC
2025-01-02,Karnataka,61095297,28.7,22.7,16.7,52.8,1.5,31.1,22.1,False,0,23.11,0.5,0,0,0,0,0,0,0.0,0.142_0.0_0.528,SYNTHETIC
2025-01-03,Karnataka,61095297,27.1,22.1,17.1,59.2,2.9,31.6,21.5,False,0,22.57,0.5,0,0,0,0,0,0,0.0,0.098_0.0_0.592,SYNTHETIC
2025-01-04,Karnataka,61095297,27.9,23.2,18.5,58.7,3.3,32.2,22.4,False,0,22.53,0.5,0,0,0,0,0,0,0.0,0.16_0.0_0.587,SYNTHETIC
2025-01-05,Karnataka,61095297,28.6,24.8,21.0,72.0,3.8,37.3,23.8,False,0,22.78,0.5,0,0,0,0,0,0,0.0,0.253_0.0_0.72,SYNTHETIC
2025-01-06,Karnataka,61095297,26.5,22.7,18.9,64.4,2.7,32.7,21.8,False,0,22.62,0.5,0,0,0,0,0,0,0.0,0.121_0.0_0.644,SYNTHETIC
2025-01-07,Karnataka,61095297,25.4,20.2,15.0,64.2,1.1,31.6,19.9,False,0,22.23,0.5,0,0,0,0,0,0,0.0,-0.007_0.0_0.642,SYNTHETIC
2025-01-08,Karnataka,61095297,28.6,24.0,19.3,60.3,2.6,33.5,23.1,False,0,22.09,0.5,0,0,0,0,0,0,0.0,0.206_0.0_0.603,SYNTHETIC
2025-01-09,Karnataka,61095297,28.7,23.0,17.3,69.3,3.4,36.5,22.5,False,0,22.14,0.5,2,2,0,0,2,0,0.0033,0.168_0.0_0.693,SYNTHETIC
2025-01-10,Karnataka,61095297,27.2,22.5,17.8,58.4,3.4,31.4,21.8,False,0,22.19,0.5,0,0,0,0,0,0,0.0,0.118_0.0_0.584,SYNTHETIC
2025-01-11,Karnataka,61095297,28.6,24.9,21.3,57.0,2.1,32.4,23.7,False,0,22.37,0.5,0,0,0,0,0,0,0.0,0.248_0.0_0.57,SYNTHETIC
2025-01-12,Karnataka,61095297,30.1,24.3,18.5,66.3,1.1,37.0,23.7,False,0,22.36,0.5,0,0,0,0,0,0,0.0,0.247_0.0_0.663,SYNTHETIC
2025-01-13,Karnataka,61095297,30.5,24.7,18.9,68.8,5.0,38.2,24.1,False,0,22.68,0.5,1,1,0,0,0,1,0.0016,0.27_0.0_0.688,SYNTHETIC
2025-01-14,Karnataka,61095297,27.4,24.0,20.6,59.3,4.4,32.0,22.9,False,0,23.11,0.5,0,0,0,0,0,0,0.0,0.191_0.0_0.593,SYNTHETIC
2025-01-15,Karnataka,61095297,27.5,23.3,19.1,68.0,1.8,35.0,22.5,False,0,23.02,0.5,13,11,2,0,8,5,0.0213,0.167_0.0_0.68,SYNTHETIC
2025-01-16,Karnataka,61095297,28.6,24.6,20.6,64.7,1.2,34.9,23.6,False,0,23.17,0.5,0,0,0,0,0,0,0.0,0.238_0.0_0.647,SYNTHETIC
2025-01-17,Karnataka,61095297,29.2,25.3,21.4,63.2,4.4,35.1,24.2,False,0,23.52,0.5,0,0,0,0,0,0,0.0,0.281_0.0_0.632,SYNTHETIC
2025-01-18,Karnataka,61095297,29.1,25.1,21.1,63.8,3.0,35.2,24.1,False,0,23.57,0.5,0,0,0,0,0,0,0.0,0.271_0.0_0.638,SYNTHETIC
2025-01-19,Karnataka,61095297,29.5,26.1,22.7,63.3,4.8,35.4,24.8,False,0,23.73,0.5,0,0,0,0,0,0,0.0,0.322_0.0_0.633,SYNTHETIC
2025-01-20,Karnataka,61095297,28.8,23.3,17.7,63.2,1.5,34.7,22.7,False,0,23.53,0.5,0,0,0,0,0,0,0.0,0.179_0.0_0.632,SYNTHETIC
2025-01-21,Karnataka,61095297,29.0,25.9,22.7,61.6,3.9,34.4,24.5,False,0,23.77,0.5,0,0,0,0,0,0,0.0,0.302_0.0_0.616,SYNTHETIC
2025-01-22,Karnataka,61095297,29.5,25.9,22.3,67.2,3.9,36.6,24.7,False,0,24.08,0.5,0,0,0,0,0,0,0.0,0.313_0.0_0.672,SYNTHETIC
2025-01-23,Karnataka,61095297,30.1,26.7,23.4,65.0,4.4,36.5,25.4,False,0,24.34,0.5,0,0,0,0,0,0,0.0,0.359_0.0_0.65,SYNTHETIC
2025-01-24,Karnataka,61095297,28.5,24.3,20.0,62.2,4.5,34.0,23.3,False,0,24.21,0.5,0,0,0,0,0,0,0.0,0.22_0.0_0.622,SYNTHETIC
2025-01-25,Karnataka,61095297,28.0,22.2,16.4,56.1,2.2,31.6,21.7,False,0,23.88,0.5,0,0,0,0,0,0,0.0,0.114_0.0_0.561,SYNTHETIC
2025-01-26,Karnataka,61095297,30.1,26.0,21.9,60.3,2.4,35.0,24.8,False,0,23.88,0.5,0,0,0,0,0,0,0.0,0.322_0.0_0.603,SYNTHETIC
2025-01-27,Karnataka,61095297,34.4,31.0,27.6,71.4,4.9,43.0,29.3,False,0,24.82,0.71,0,0,0,0,0,0,0.0,0.62_0.0_0.714,SYNTHETIC
2025-01-28,Karnataka,61095297,27.2,21.8,16.5,50.6,1.8,28.9,21.2,False,0,24.35,0.5,0,0,0,0,0,0,0.0,0.081_0.0_0.506,SYNTHETIC
2025-01-29,Karnataka,61095297,31.0,26.5,21.9,55.2,2.3,34.2,25.3,False,0,24.43,0.51,0,0,0,0,0,0,0.0,0.351_0.0_0.552,SYNTHETIC
2025-01-30,Karnataka,61095297,29.1,25.5,21.9,58.3,2.7,33.3,24.2,False,0,24.26,0.5,0,0,0,0,0,0,0.0,0.282_0.0_0.583,SYNTHETIC
2025-01-31,Karnataka,61095297,28.8,25.4,22.1,61.4,1.3,34.1,24.2,False,0,24.39,0.5,0,0,0,0,0,0,0.0,0.278_0.0_0.614,SYNTHETIC
2025-02-01,Karnataka,61095297,26.7,22.5,18.4,59.5,3.5,31.3,21.7,False,0,24.39,0.5,0,0,0,0,0,0,0.0,0.113_0.0_0.595,SYNTHETIC
2025-02-02,Karnataka,61095297,31.9,27.9,23.8,56.1,2.8,35.4,26.4,False,0,24.62,0.52,0,0,0,0,0,0,0.0,0.429_0.0_0.561,SYNTHETIC
2025-02-03,Karnataka,61095297,30.5,26.0,21.6,58.0,4.9,34.6,24.9,False,0,23.99,0.5,0,0,0,0,0,0,0.0,0.327_0.0_0.58,SYNTHETIC
2025-02-04,Karnataka,61095297,28.7,25.7,22.6,64.3,2.6,34.9,24.3,False,0,24.44,0.5,0,0,0,0,0,0,0.0,0.29_0.0_0.643,SYNTHETIC
2025-02-05,Karnataka,61095297,29.1,25.9,22.6,53.8,1.7,31.8,24.4,False,0,24.32,0.5,0,0,0,0,0,0,0.0,0.296_0.0_0.538,SYNTHETIC
2025-02-06,Karnataka,61095297,27.2,23.9,20.6,56.9,4.8,31.0,22.7,False,0,24.1,0.5,0,0,0,0,0,0,0.0,0.181_0.0_0.569,SYNTHETIC
2025-02-07,Karnataka,61095297,31.1,27.7,24.3,54.3,3.5,34.0,26.2,False,0,24.39,0.51,0,0,0,0,0,0,0.0,0.41_0.0_0.543,SYNTHETIC
2025-02-08,Karnataka,61095297,30.7,27.5,24.3,63.3,4.8,36.6,26.0,False,0,25.01,0.51,0,0,0,0,0,0,0.0,0.402_0.0_0.633,SYNTHETIC
2025-02-09,Karnataka,61095297,30.5,25.2,19.9,54.9,4.7,33.7,24.3,False,0,24.7,0.51,2,2,0,0,2,0,0.0033,0.288_0.0_0.549,SYNTHETIC
2025-02-10,Karnataka,61095297,28.8,23.7,18.6,57.1,1.7,32.6,22.9,False,0,24.42,0.5,0,0,0,0,0,0,0.0,0.195_0.0_0.571,SYNTHETIC
2025-02-11,Karnataka,61095297,29.2,24.6,19.9,58.1,1.3,33.4,23.6,False,0,24.32,0.5,0,0,0,0,0,0,0.0,0.241_0.0_0.581,SYNTHETIC
2025-02-12,Karnataka,61095297,30.2,26.7,23.1,55.2,2.6,33.4,25.2,False,0,24.43,0.5,5,4,1,1,1,3,0.0082,0.35_0.0_0.552,SYNTHETIC
2025-02-13,Karnataka,61095297,32.6,29.4,26.2,57.9,2.3,36.7,27.7,False,0,25.14,0.53,0,0,0,0,0,0,0.0,0.513_0.0_0.579,SYNTHETIC
2025-02-14,Karnataka,61095297,32.8,28.6,24.5,57.2,1.5,36.6,27.2,False,0,25.29,0.53,0,0,0,0,0,0,0.0,0.478_0.0_0.572,SYNTHETIC
2025-02-15,Karnataka,61095297,33.4,29.3,25.2,59.1,4.3,37.9,27.8,False,0,25.54,0.58,0,0,0,0,0,0,0.0,0.52_0.0_0.591,SYNTHETIC
2025-02-16,Karnataka,61095297,33.0,29.9,26.9,49.2,3.8,34.3,28.1,False,0,26.07,0.53,0,0,0,0,0,0,0.0,0.537_0.0_0.492,SYNTHETIC
2025-02-17,Karnataka,61095297,30.1,26.6,23.2,53.5,2.2,32.7,25.2,False,0,26.4,0.5,0,0,0,0,0,0,0.0,0.346_0.0_0.535,SYNTHETIC
2025-02-18,Karnataka,61095297,30.7,24.9,19.1,50.6,1.6,32.4,24.1,False,0,26.46,0.51,8,7,1,1,4,3,0.0131,0.271_0.0_0.506,SYNTHETIC
2025-02-19,Karnataka,61095297,29.0,23.8,18.5,53.0,4.7,31.5,23.0,False,0,26.14,0.5,0,0,0,0,0,0,0.0,0.198_0.0_0.53,SYNTHETIC
2025-02-20,Karnataka,61095297,28.1,22.4,16.6,52.9,3.3,30.5,21.8,False,0,25.3,0.5,0,0,0,0,0,0,0.0,0.12_0.0_0.529,SYNTHETIC
2025-02-21,Karnataka,61095297,30.9,25.5,20.1,58.5,4.8,35.2,24.6,False,0,24.93,0.51,0,0,0,0,0,0,0.0,0.307_0.0_0.585,SYNTHETIC
2025-02-22,Karnataka,61095297,30.7,26.5,22.3,52.5,3.7,33.0,25.2,False,0,24.56,0.51,0,0,0,0,0,0,0.0,0.348_0.0_0.525,SYNTHETIC
2025-02-23,Karnataka,61095297,32.5,27.9,23.2,49.3,1.8,33.8,26.5,False,0,24.34,0.52,0,0,0,0,0,0,0.0,0.433_0.0_0.493,SYNTHETIC
2025-02-24,Karnataka,61095297,31.6,27.1,22.7,55.4,4.6,34.9,25.9,False,0,24.43,0.52,0,0,0,0,0,0,0.0,0.391_0.0_0.554,SYNTHETIC
2025-02-25,Karnataka,61095297,31.4,28.4,25.4,50.7,1.2,33.1,26.6,False,0,24.8,0.51,12,8,4,2,5,5,0.0196,0.443_0.0_0.507,SYNTHETIC
2025-02-26,Karnataka,61095297,31.4,27.9,24.4,45.8,3.8,31.5,26.3,False,0,25.27,0.51,0,0,0,0,0,0,0.0,0.42_0.0_0.458,SYNTHETIC
2025-02-27,Karnataka,61095297,31.8,27.1,22.4,50.7,4.4,33.5,25.8,False,0,25.85,0.52,1,0,1,0,1,0,0.0016,0.389_0.0_0.507,SYNTHETIC
